IDITEM;IDBRAND;IDTYPE;IDCATEGORY;ARTNR;PARTNR;DESCRIPTION;TEXT1;TEXT2;TEXT3;TEXT4;TEXT5;TEXT6;TEXT7;TEXT8;TEXT9;TEXT10;NUMBER1;NUMBER2;NUMBER3;NUMBER4;NUMBER5;NUMBER6;NUMBER7;NUMBER8;NUMBER9;NUMBER10;BOOL1;BOOL2;BOOL3;BOOL4;BOOL5;BOOL6;BOOL7;BOOL8;BOOL9;BOOL10;TIMESTAMP
90001281;20000264;group;2009;;;075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001283;20000264;group;2009;;;075H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001284;20001484;group;2009;;;PK-5026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001286;20001484;group;2009;;;PK-5027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50386704;;text;;;;/COMPANY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50360746;;text;;;;/CONTACTPERSON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50363005;;text;;;;/PLZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50384689;;text;;;;/ORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50376994;;text;;;;/COUNTRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50315460;;text;;;;/TAXNRVAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50386654;;text;;;;/ACCEPTDATAPOLICY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50391388;;text;;;;/IAMNOROBOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50318594;;text;;;;/ONLYCOMMERCIAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50394654;;text;;;;/RECEIVELINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
50359367;;text;145137000;;;METERED;;;;;;;;;;;;;;;;;;;;;;;F;;;;;;;;20.02.2026
90000949;20000593;group;2009;;;SJIC-36-P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001232;20000264;group;2009;;;3001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000950;20001434;group;2009;;;T-FC 389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000720;20000593;group;2009;;;T40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000721;20000593;group;2009;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000722;20000593;group;2009;;;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000723;20000593;group;2009;;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000724;20000728;group;2009;;;913A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000725;20000728;group;2009;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000726;20000728;group;2009;;;711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000727;20000728;group;2009;;;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000728;20000728;group;2009;;;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000729;20000728;group;2009;;;881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000730;20000728;group;2009;;;SC200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000731;20000728;group;2009;;;842A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000732;20000886;group;2009;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000739;20000593;group;2009;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000740;20000593;group;2009;;;16XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000741;20000593;group;2009;;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000742;20000593;group;2009;;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000743;20000593;group;2009;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000744;20000593;group;2009;;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000745;20000593;group;2009;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000746;20000593;group;2009;;;202XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000747;20000593;group;2009;;;273XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000924;20000728;group;2009;;;415A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000925;20000728;group;2009;;;415X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000957;20000984;group;2009;;;TK-8735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000952;20000264;group;2009;;;CLI-481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
34001752;20000861;group;2007;;;IM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
90000254;20000513;group;2009;;;TN-210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000255;20001164;group;2009;;;TN-623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000257;20001164;group;2009;;;TN-610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000258;20001164;group;2009;;;TN-611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000259;20001164;group;2009;;;TN-302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000260;20001164;group;2009;;;TN-312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000262;20000728;group;2009;;;CLX-R838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000263;20001164;group;2009;;;TN-216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000264;20000593;group;2009;;;LC-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000265;20000984;group;2009;;;TK-8600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000266;20000513;group;2009;;;TN-610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000267;20000513;group;2009;;;TN-711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000268;20001434;group;2009;;;T-FC 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000269;20001434;group;2009;;;T-FC 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000270;20001164;group;2009;;;TN-321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000271;20000513;group;2009;;;TNP-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000272;20002389;group;2009;;;CTC 411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000273;20000513;group;2009;;;TN-613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000274;20000513;group;2009;;;TN-612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000613;20000593;group;2009;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000614;20000593;group;2009;;;33XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000615;20000593;group;2009;;;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000616;20000593;group;2009;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000617;20000593;group;2009;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000618;20000728;group;2009;;;788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000619;20000728;group;2009;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000620;20000728;group;2009;;;920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000621;20000728;group;2009;;;564XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000622;20000728;group;2009;;;LX610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000623;20000728;group;2009;;;903XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000624;20000728;group;2009;;;891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000625;20000886;group;2009;;;108XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000626;20000886;group;2009;;;150XLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000631;20000593;group;2009;;;502XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000632;20000593;group;2009;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000633;20000593;group;2009;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000634;20000593;group;2009;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000635;20000593;group;2009;;;34XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000636;20000728;group;2009;;;790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000637;20000728;group;2009;;;786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000638;20000728;group;2009;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000639;20000728;group;2009;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000640;20000728;group;2009;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000641;20000728;group;2009;;;980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000642;20000728;group;2009;;;872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000643;20000886;group;2009;;;108XLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000644;20001214;group;2009;;;TYPE 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000652;20000593;group;2009;;;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000653;20000593;group;2009;;;502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000654;20000593;group;2009;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000655;20000593;group;2009;;;SJIC-30-P-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000656;20000593;group;2009;;;378XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000657;20000593;group;2009;;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000658;20000728;group;2009;;;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000659;20000728;group;2009;;;780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000660;20000728;group;2009;;;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000661;20000728;group;2009;;;789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000662;20000728;group;2009;;;792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000663;20000728;group;2009;;;178XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000664;20000728;group;2009;;;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000665;20000728;group;2009;;;903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000666;20000728;group;2009;;;981A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000667;20000728;group;2009;;;831A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000668;20000886;group;2009;;;100A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000669;20001067;group;2009;;;IH955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000670;20001067;group;2009;;;IJC 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000671;20001067;group;2009;;;IJC 255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000672;20001067;group;2009;;;IJC 256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000680;20000593;group;2009;;;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000681;20000593;group;2009;;;79XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000682;20000593;group;2009;;;26XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000683;20000593;group;2009;;;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000684;20000728;group;2009;;;920XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000685;20000728;group;2009;;;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000686;20000728;group;2009;;;88XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000687;20000728;group;2009;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000688;20000728;group;2009;;;940XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000689;20000728;group;2009;;;871A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000690;20001067;group;2009;;;IJC 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000691;20001067;group;2009;;;IJC 236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000699;20000593;group;2009;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000700;20000593;group;2009;;;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000701;20000593;group;2009;;;SJIC-26-P-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000702;20000593;group;2009;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000703;20000728;group;2009;;;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000704;20000728;group;2009;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000705;20000728;group;2009;;;FB250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000706;20000886;group;2009;;;100XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000707;20000886;group;2009;;;150XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000717;20000593;group;2009;;;18XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000718;20000593;group;2009;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000719;20000593;group;2009;;;29XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000310;20000984;group;2009;;;TK-8725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000311;20000984;group;2009;;;TK-875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000312;20000513;group;2009;;;TN-318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000313;20001164;group;2009;;;TN-512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000314;20000513;group;2009;;;TN-512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000315;20001164;group;2009;;;TN-617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000316;20000984;group;2009;;;TK-5160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000317;20001164;group;2009;;;TNP-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000318;20000513;group;2009;;;TNP-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000319;20001164;group;2009;;;TN-621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000320;20000984;group;2009;;;TK-5205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000321;20000984;group;2009;;;TK-5215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000322;20001164;group;2009;;;TN-713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000323;20000728;group;2009;;;MLT-D205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000324;20000984;group;2009;;;TK-540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000325;20000513;group;2009;;;TN-216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000326;20000984;group;2009;;;TK-880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000327;20001434;group;2009;;;T-FC 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000328;20000728;group;2009;;;CLX-R8385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000329;20000984;group;2009;;;TK-5230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000330;20000984;group;2009;;;TK-510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000331;20001434;group;2009;;;T-FC 26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000332;20001164;group;2009;;;TN-614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000333;20001237;group;2009;;;TNR 397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000334;20001164;group;2009;;;TN-615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000335;20000593;group;2009;;;LC-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000336;20001237;group;2009;;;TNR 396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000337;20000984;group;2009;;;TK-580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000338;20001164;group;2009;;;TNP-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000339;20001164;group;2009;;;TNP-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000340;20000984;group;2009;;;TK-5140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000341;20000984;group;2009;;;TK-8335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000342;20001434;group;2009;;;T-FC 556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000343;20000984;group;2009;;;TK-8525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000344;20001434;group;2009;;;T-FC 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000345;20001434;group;2009;;;T-FC 338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000573;20000728;group;2009;;;364XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000574;20000728;group;2009;;;564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000575;20000728;group;2009;;;953XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000576;20000886;group;2009;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000577;20000886;group;2009;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000585;20000593;group;2009;;;24XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000586;20000593;group;2009;;;664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000587;20000593;group;2009;;;17XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000588;20000593;group;2009;;;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000589;20000593;group;2009;;;81N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000590;20000593;group;2009;;;35XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000591;20000728;group;2009;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000592;20000728;group;2009;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000593;20000728;group;2009;;;843A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000594;20000728;group;2009;;;981X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000595;20000728;group;2009;;;973X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000596;20000728;group;2009;;;882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000598;20000886;group;2009;;;100XLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000599;20001067;group;2009;;;IJ2055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000610;20000593;group;2009;;;27XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000611;20000593;group;2009;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000275;20000984;group;2009;;;TK-5150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000276;20001434;group;2009;;;T-FC 505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000277;20000984;group;2009;;;TK-5280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000278;20000513;group;2009;;;TN-713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000279;20001164;group;2009;;;TN-318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000280;20000513;group;2009;;;TN-213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000281;20001434;group;2009;;;T-FC 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000282;20001164;group;2009;;;TN-613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000283;20000984;group;2009;;;TK-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000284;20000984;group;2009;;;TK-810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000285;20000513;group;2009;;;TN-214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000286;20000984;group;2009;;;TK-8315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000287;20000984;group;2009;;;TK-621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000288;20000984;group;2009;;;TK-5135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000289;20000984;group;2009;;;TK-622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000290;20001434;group;2009;;;T-FC 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000291;20001164;group;2009;;;TNP-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000292;20000984;group;2009;;;TK-8305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000293;20000984;group;2009;;;TK-8345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000294;20000984;group;2009;;;TK-8515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000295;20000728;group;2009;;;MLT-D307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000296;20000513;group;2009;;;TN-620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000297;20000984;group;2009;;;TK-8115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000298;20001164;group;2009;;;TN-314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000299;20001164;group;2009;;;TN-213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000300;20001164;group;2009;;;TN-310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000301;20001434;group;2009;;;T-FC 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000304;20000984;group;2009;;;TK-82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000305;20000513;group;2009;;;TN-314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000306;20000984;group;2009;;;TK-830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000307;20001164;group;2009;;;TN-622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000308;20000984;group;2009;;;TK-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000309;20001434;group;2009;;;T-3511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001013;20000728;group;2009;;;667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001037;20000984;group;2009;;;TK-8555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001038;20000984;group;2009;;;TK-8545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001005;20000593;group;2009;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001069;50096914;group;2009;;;CTL-1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001021;20001289;group;2009;;;MXB-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001022;20000264;group;2009;;;T10L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001023;20000264;group;2009;;;T10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001162;20000264;group;2009;;;C-EXV 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001132;20000728;group;2009;;;883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001133;20000264;group;2009;;;T11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001246;20000264;group;2009;;;T16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000932;20000593;group;2009;;;603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90000933;20000593;group;2009;;;603XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001079;20000229;group;2009;;;LC-462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001237;20001434;group;2009;;;T-FC 330 E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
90001083;20000264;group;2009;;;067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026
